Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,PolicyNumber,RepNumber,Deductible,DriverRating,Days:Policy-Accident,Days:Policy-Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange-Claim,NumberOfCars,Year,BasePolicy,FraudFound
1,2,5,17,1,5,2,2,1,1,17,0,1,0,0,11510,4,1,1,3,2,0,5,4,0,0,0,0,3,0,2,1,0
11,2,4,13,0,2,11,0,1,1,32,1,1,0,0,11511,5,1,2,3,2,3,5,6,0,0,0,0,3,0,2,1,0
0,1,6,9,1,5,1,2,1,1,28,0,0,0,0,11512,9,1,1,3,2,1,5,5,0,0,0,3,3,0,2,0,1
11,3,4,2,1,6,11,0,1,1,33,0,2,1,0,11513,15,1,2,3,2,0,5,6,0,0,0,3,3,0,2,2,0
9,1,5,13,1,6,10,1,1,1,14,0,2,1,0,11514,7,1,3,3,2,1,3,4,0,0,0,3,3,0,2,2,0
2,1,1,13,1,6,3,2,1,2,16,0,0,0,1,11515,11,1,0,3,2,1,3,4,0,0,0,2,3,0,2,0,0
2,3,5,17,1,4,5,0,0,2,5,1,1,0,0,11516,3,1,0,3,2,0,1,2,0,0,0,0,3,0,2,1,0
8,0,6,18,1,5,9,0,0,1,16,0,2,1,0,11517,8,1,2,3,2,0,4,4,0,0,0,2,3,0,2,2,0
8,0,6,6,1,5,9,0,1,1,25,0,2,1,1,11518,11,1,0,3,2,1,5,5,0,0,0,0,3,0,2,2,0
1,2,0,13,0,2,2,4,1,1,23,0,1,0,0,11519,1,1,2,3,2,3,5,5,0,0,0,2,3,0,2,1,0
1,2,4,13,1,6,11,1,1,2,13,1,1,0,0,11520,10,1,2,3,2,1,3,4,0,0,0,3,3,0,2,1,0
11,0,3,13,1,2,11,1,1,1,40,0,2,1,1,11521,15,1,2,3,2,2,6,6,0,0,0,2,3,2,2,2,0
0,1,4,5,1,6,1,2,1,1,35,1,0,0,2,11522,0,1,3,3,2,3,6,6,0,0,0,2,3,0,2,0,0
11,1,6,17,1,5,12,2,1,1,50,0,1,0,0,11523,3,1,2,3,2,1,6,7,0,0,0,3,3,0,2,1,0
2,0,5,0,1,1,3,3,0,2,20,0,2,1,5,11524,7,1,0,3,2,2,5,4,0,0,0,2,3,0,2,2,0
2,1,1,17,1,6,3,1,1,2,11,1,1,0,0,11525,7,1,3,3,2,2,4,4,0,0,0,1,3,0,2,1,0
2,2,6,17,1,1,3,3,1,1,27,0,1,0,0,11526,6,2,1,3,2,3,5,5,0,0,0,3,1,0,2,1,0
2,2,6,9,1,5,3,4,1,1,24,0,2,1,0,11527,5,1,0,3,2,1,3,5,0,0,0,0,3,0,2,2,0
11,2,3,6,1,2,12,2,1,1,39,0,2,1,1,11528,15,1,1,3,2,2,5,6,0,0,0,3,3,0,2,2,0
11,2,3,13,1,6,12,2,1,1,20,0,1,0,0,11529,6,1,2,3,2,1,4,4,0,0,0,3,2,1,2,1,0
0,1,4,13,1,6,9,2,1,1,39,1,0,0,1,11530,5,1,3,3,2,0,6,6,0,0,0,1,3,0,2,0,0
11,1,2,6,1,5,12,2,0,1,17,0,4,1,5,11531,12,1,1,2,1,3,0,4,0,0,0,3,3,0,2,1,0
11,0,2,13,1,1,12,4,1,1,59,0,0,0,4,11532,15,3,2,3,2,3,6,8,0,0,0,2,3,0,2,0,0
6,3,1,9,1,7,7,4,0,2,13,0,1,0,0,11533,11,1,3,3,2,3,4,4,0,0,0,0,3,0,2,1,0
6,0,0,6,1,6,7,0,1,1,20,0,2,1,0,11534,7,1,2,3,2,0,5,4,0,0,0,2,3,0,2,2,0
8,1,4,6,1,5,9,1,1,2,18,1,1,0,1,11535,3,1,0,3,2,3,4,4,0,0,0,3,3,0,2,1,0
8,1,3,9,1,5,9,1,1,0,26,0,1,0,0,11536,1,1,1,3,2,1,5,5,0,0,0,2,3,0,2,1,0
8,0,2,17,1,1,9,1,1,1,25,0,1,0,0,11537,5,1,0,3,2,1,6,5,0,0,0,2,3,0,2,1,0
8,0,4,2,1,7,9,1,1,1,13,0,6,2,5,11538,0,1,1,3,2,1,5,4,0,0,0,1,3,0,2,0,0
0,3,2,17,0,5,11,0,1,1,41,0,1,0,1,11539,4,1,0,3,2,1,6,7,0,0,0,0,3,0,2,1,0
4,0,5,17,1,2,5,1,0,1,18,0,0,0,4,11540,7,1,2,3,2,1,1,4,0,0,0,3,3,0,2,0,0
2,3,1,17,1,7,3,4,1,1,21,0,0,0,0,11541,3,1,0,3,2,0,5,5,0,0,0,1,3,0,2,0,0
2,1,5,9,1,6,3,2,0,1,16,0,2,1,0,11542,0,1,2,3,2,0,5,4,0,0,0,1,3,0,2,2,0
9,1,1,9,1,7,10,1,1,2,5,0,2,1,0,11543,14,1,1,3,2,2,0,2,1,0,0,0,3,0,2,2,0
10,2,2,2,1,1,11,3,1,1,39,1,1,0,1,11544,14,1,0,3,2,3,4,6,0,0,0,3,3,0,2,1,0
10,1,4,6,1,5,11,1,1,2,16,0,1,0,0,11545,4,1,1,3,2,1,3,4,0,0,0,3,3,0,2,1,0
11,4,4,9,0,6,11,0,1,1,21,1,2,1,2,11546,15,1,3,3,2,1,6,5,0,0,0,2,3,0,2,2,0
11,3,6,9,1,1,12,3,1,1,30,0,1,0,0,11547,9,1,3,3,2,1,5,5,0,0,0,0,3,0,2,1,0
11,3,6,17,1,7,12,3,1,2,29,0,0,0,4,11548,4,1,3,3,2,0,4,5,0,0,0,1,3,0,2,0,0
11,2,3,11,1,2,12,2,1,1,29,0,0,0,5,11549,15,1,0,3,2,3,5,5,0,0,0,0,3,0,2,0,0
11,2,6,13,1,5,12,2,0,1,64,0,2,1,0,11550,13,1,0,3,2,1,5,8,0,0,0,1,2,1,2,2,0
11,2,6,17,1,6,10,1,1,2,25,0,0,0,0,11551,14,1,2,3,2,1,5,5,0,0,0,3,3,0,2,0,0
11,0,4,9,1,2,12,1,1,1,30,0,2,1,1,11552,0,1,0,3,2,2,5,5,0,0,0,0,3,0,2,2,0
1,3,1,17,1,5,12,0,1,1,16,1,1,0,0,11553,2,1,0,3,2,0,5,4,0,0,0,0,3,0,2,1,0
1,2,3,16,1,7,12,1,1,1,24,0,1,0,1,11554,12,1,3,3,2,1,5,5,0,0,0,1,3,0,2,1,0
0,2,2,9,1,6,1,2,1,1,57,1,0,0,0,11555,9,1,2,3,2,3,6,8,0,0,0,3,3,0,2,0,0
6,0,2,11,1,2,7,0,0,1,14,0,1,0,5,11556,6,1,1,3,2,1,4,4,0,0,0,2,3,0,2,1,0
8,3,4,6,1,2,7,1,1,1,12,0,2,1,0,11557,9,1,2,3,2,1,4,4,0,0,0,2,0,0,2,2,0
8,1,0,17,1,6,9,2,1,1,33,0,0,0,4,11558,14,1,2,3,2,3,6,6,0,0,0,3,3,0,2,0,0
8,0,4,13,1,7,7,0,1,1,22,0,1,0,1,11559,8,1,3,3,2,1,5,5,0,0,0,3,3,0,2,1,0
0,0,2,6,1,2,1,0,1,2,0,0,0,0,5,11560,14,1,0,3,2,3,7,0,0,0,0,3,3,0,2,0,0
7,1,0,5,1,2,8,2,1,1,41,0,2,1,1,11561,8,1,3,3,2,3,6,7,0,0,0,3,3,0,2,2,0
3,3,1,6,1,6,4,3,1,1,29,0,0,0,0,11562,9,1,2,3,2,3,4,5,0,0,0,3,3,2,2,0,0
8,3,0,2,1,2,9,4,0,2,25,0,2,1,1,11563,14,3,2,3,2,1,5,5,0,0,0,2,3,0,2,2,0
8,2,2,9,1,2,9,3,1,1,18,1,1,0,5,11564,1,1,2,3,2,1,5,4,0,0,0,0,3,0,2,1,0
8,2,6,2,1,7,9,2,1,1,62,1,2,1,1,11565,4,1,1,3,2,3,4,8,0,0,0,2,3,0,2,2,0
11,2,5,6,1,6,12,2,1,1,21,0,2,1,5,11566,5,1,1,3,2,2,5,5,0,0,0,2,3,0,2,2,0
6,1,5,3,1,6,7,1,1,1,22,0,2,1,5,11567,8,1,3,3,2,2,5,5,0,0,0,1,3,0,2,2,0
6,0,1,0,1,1,7,1,1,1,28,0,2,1,2,11568,8,1,3,3,2,2,5,5,0,0,0,3,3,0,2,2,0
5,2,3,6,1,6,6,3,0,2,28,0,0,0,4,11569,8,1,2,3,2,0,4,5,0,0,0,2,3,0,2,0,0
5,1,6,13,1,1,6,2,1,1,37,0,2,1,0,11570,8,1,2,3,2,2,6,6,0,0,0,3,3,0,2,2,0
11,0,1,6,1,5,12,1,1,1,11,0,0,0,5,11571,11,1,2,3,2,3,7,4,0,0,0,3,2,1,2,0,0
9,3,1,6,1,6,10,3,1,1,19,0,2,1,1,11572,9,1,3,3,2,0,5,4,0,0,0,3,3,0,2,2,0
9,2,5,13,1,5,10,2,1,1,30,0,2,1,0,11573,4,1,0,3,2,1,5,5,0,0,0,3,3,0,2,2,0
10,1,1,2,1,2,11,1,1,1,13,0,1,0,0,11574,0,1,1,3,2,3,4,4,0,0,0,3,3,0,2,1,0
2,2,1,9,0,7,3,3,1,2,15,0,1,0,0,11575,12,1,3,3,2,1,4,4,0,0,0,0,3,0,2,1,0
7,0,4,17,1,5,8,0,1,1,17,0,1,0,0,11576,11,1,1,3,2,1,5,4,0,0,0,1,3,0,2,1,0
10,2,1,6,1,1,10,3,1,1,20,1,1,0,1,11577,0,2,3,3,2,1,5,4,0,0,0,3,1,0,2,1,1
9,3,4,17,1,1,10,3,1,1,37,0,0,0,0,11578,6,1,2,3,2,0,6,6,1,0,0,0,3,0,2,0,0
9,3,6,17,1,5,10,4,1,1,14,0,2,1,0,11579,13,1,1,3,2,1,5,4,0,0,0,2,3,0,2,2,0
2,4,2,17,1,2,5,0,0,1,12,0,1,0,0,11580,4,1,0,3,2,1,4,4,0,0,0,0,3,0,2,1,0
6,1,1,9,1,6,7,2,1,1,27,0,2,1,0,11581,6,1,3,3,2,0,6,5,0,0,1,0,3,0,2,2,0
6,3,6,2,1,1,7,3,1,1,21,1,2,1,1,11582,3,1,2,3,2,1,6,5,0,0,0,2,3,0,2,2,0
0,2,3,17,1,2,7,3,1,1,16,0,1,0,4,11583,6,1,3,3,2,3,4,4,0,0,0,3,3,0,2,1,1
11,0,5,6,1,6,12,0,1,2,7,1,1,0,0,11584,7,1,2,3,2,0,3,3,0,0,0,3,3,0,2,1,0
2,3,2,18,1,6,3,3,1,1,25,0,2,1,2,11585,0,1,2,3,2,2,6,5,0,0,0,2,3,0,2,2,0
4,2,5,9,1,7,5,2,1,2,11,0,1,0,0,11586,14,1,2,3,2,0,4,4,0,0,0,0,3,0,2,1,0
7,0,4,5,1,7,8,1,1,2,32,0,2,1,2,11587,2,1,2,3,2,1,4,6,0,0,0,3,3,0,2,2,0
6,1,1,17,0,2,7,1,1,1,17,0,2,1,0,11588,9,1,1,3,2,1,3,4,0,0,0,3,3,0,2,2,0
6,1,0,17,1,1,7,1,1,1,20,0,2,1,1,11589,5,1,0,3,2,2,5,4,0,0,0,3,3,0,2,2,0
8,3,2,9,1,6,9,4,1,2,7,0,2,1,1,11590,8,1,0,3,2,1,4,3,0,0,0,2,3,0,2,2,0
5,1,4,6,1,7,6,1,1,1,26,0,2,1,0,11591,6,1,2,3,2,2,4,5,0,0,0,2,3,0,2,2,0
11,3,0,6,1,6,11,0,1,1,15,0,1,0,0,11592,6,1,0,3,2,3,4,4,0,0,0,3,2,1,2,1,0
11,3,3,6,1,1,12,4,0,2,20,0,2,1,0,11593,14,1,0,3,2,1,4,4,0,0,0,1,3,0,2,2,0
10,3,5,18,1,5,11,3,1,0,27,0,1,0,2,11594,8,3,0,3,2,1,6,5,0,0,0,0,3,0,2,1,0
10,3,2,3,1,1,10,0,1,1,32,0,2,1,1,11595,0,1,0,3,2,0,5,6,0,0,0,1,3,0,2,2,0
2,3,4,0,1,5,5,1,1,1,52,1,0,0,1,11596,3,1,3,3,2,0,6,8,0,0,0,1,3,0,2,0,0
2,3,4,5,1,5,3,4,1,1,23,0,0,0,2,11597,5,1,2,3,2,1,6,5,0,0,0,1,3,0,2,0,0
6,1,6,13,1,1,7,1,1,1,29,1,2,1,1,11598,0,1,0,3,2,3,6,5,0,0,0,2,3,0,2,2,0
8,2,4,2,1,1,9,2,1,1,29,1,0,0,0,11599,1,1,1,3,2,3,6,5,0,0,0,0,3,0,2,0,0
0,2,1,6,1,6,1,3,1,1,27,0,2,1,5,11600,9,1,1,3,2,3,5,5,0,0,0,2,3,0,2,2,1
8,2,3,6,0,2,9,2,1,1,41,1,2,1,0,11601,5,1,1,3,2,0,5,7,0,0,0,3,3,0,2,2,0
1,4,1,17,1,2,12,2,1,1,45,1,2,1,1,11602,11,1,2,3,2,1,6,7,0,0,0,0,3,0,2,2,0
9,0,2,3,1,6,10,1,0,1,37,1,0,0,0,11603,13,1,2,3,2,1,6,6,0,0,0,0,3,2,2,0,0
10,3,6,6,1,5,11,3,1,2,15,0,2,1,0,11604,0,1,2,3,2,1,3,4,0,0,0,3,3,0,2,2,0
2,2,6,5,1,5,3,4,1,1,34,0,6,2,5,11605,13,1,2,3,2,3,6,6,0,0,0,3,3,0,2,0,0
0,2,1,17,1,5,1,2,1,1,43,1,0,0,4,11606,0,1,0,3,2,3,6,7,0,0,0,0,3,0,2,0,0
10,1,0,17,1,1,11,1,0,2,11,0,1,0,0,11607,11,1,0,3,2,3,4,4,0,0,0,3,3,0,2,1,0
1,2,1,9,1,1,2,2,1,2,20,0,1,0,0,11608,5,1,1,3,2,1,4,4,0,0,0,3,3,0,2,1,0
8,2,3,15,1,7,9,2,1,1,32,0,1,0,1,11609,0,1,1,3,2,2,6,6,0,0,0,3,3,0,2,1,0
10,2,5,13,1,6,11,2,1,2,14,0,2,1,4,11610,12,1,0,3,2,1,4,4,0,0,0,2,3,0,2,2,0
10,2,6,17,1,5,11,2,1,1,21,0,1,0,0,11611,10,1,0,3,2,2,5,5,0,0,0,1,3,0,2,1,0
10,0,2,5,1,2,11,0,1,1,35,0,2,1,1,11612,10,1,1,3,2,0,6,6,0,0,0,1,3,0,2,2,0
1,0,1,17,1,1,11,3,1,1,34,1,0,0,0,11613,1,1,3,3,2,3,6,6,0,0,0,3,2,1,2,0,0
5,1,5,6,1,7,2,2,1,2,27,0,1,0,4,11614,9,1,3,3,2,0,5,5,0,0,0,3,3,0,2,1,0
6,2,4,13,1,1,7,2,1,1,36,0,2,1,1,11615,5,1,3,3,2,1,5,6,0,0,0,3,3,0,2,2,0
7,2,0,13,1,6,9,2,1,2,24,0,1,0,4,11616,7,1,0,3,2,2,6,5,0,0,0,3,3,0,2,1,0
4,3,4,17,1,1,10,0,1,1,26,0,0,0,5,11617,6,1,2,3,2,1,6,5,0,0,0,1,3,0,2,0,0
9,0,6,2,1,1,10,0,0,2,15,0,2,1,0,11618,8,1,1,3,2,1,4,4,0,0,0,3,3,0,2,2,0
6,1,3,13,1,7,7,2,0,1,39,0,2,1,0,11619,13,1,1,3,2,1,4,6,0,0,0,1,3,0,2,2,0
0,0,1,9,1,5,1,1,1,1,20,0,2,1,0,11620,12,1,3,3,2,2,4,4,0,0,0,3,3,0,2,2,0
9,2,4,6,1,6,10,3,0,1,25,1,0,0,0,11621,11,1,2,3,2,3,5,5,0,0,0,3,3,0,2,0,0
9,2,6,9,1,7,10,3,1,1,23,1,4,1,5,11622,4,1,2,3,2,3,5,5,0,0,0,3,3,0,2,1,0
5,0,6,13,1,6,6,1,1,2,11,0,2,1,0,11623,2,1,0,3,2,3,5,4,0,0,0,3,3,0,2,2,0
7,1,3,17,1,2,8,1,1,2,32,0,1,0,1,11624,7,1,0,3,2,0,6,6,0,0,0,3,3,0,2,1,0
4,1,5,13,1,6,5,1,1,2,37,0,0,0,1,11625,11,3,3,3,2,3,6,6,0,0,0,1,3,0,2,0,0
4,1,3,18,1,2,5,1,1,2,29,0,1,0,3,11626,14,1,0,3,2,0,6,5,0,0,0,2,3,0,2,1,0
2,4,2,13,1,2,5,1,0,1,18,0,1,0,0,11627,10,1,1,3,2,1,5,4,0,0,0,2,3,0,2,1,0
2,4,0,2,1,5,5,1,1,2,15,1,2,1,0,11628,6,2,0,3,2,0,4,4,0,0,0,3,1,0,2,2,0
2,0,2,13,1,6,3,1,1,1,24,0,2,1,0,11629,4,1,3,3,2,2,5,5,0,0,0,0,3,0,2,2,0
11,3,6,17,0,7,12,3,1,1,20,0,1,0,1,11630,10,1,2,3,2,0,5,4,0,0,0,2,3,0,2,1,0
3,3,6,6,1,1,8,0,0,1,22,0,0,0,4,11631,12,1,1,3,2,0,5,5,0,0,0,3,3,0,2,0,0
4,2,6,6,1,5,5,2,1,1,27,0,1,0,0,11632,14,1,3,3,2,3,6,5,0,0,0,1,3,0,2,1,0
0,3,5,17,1,2,9,2,1,2,12,0,0,0,0,11633,1,1,0,3,2,1,5,4,0,0,0,3,3,0,2,0,0
8,3,4,13,1,6,9,4,1,2,16,0,0,0,0,11634,11,1,2,3,2,3,4,4,0,0,0,3,2,1,2,0,0
11,1,6,2,1,2,12,1,0,1,14,0,2,1,0,11635,13,1,3,3,2,2,4,4,0,0,0,3,3,0,2,2,0
11,0,1,13,0,6,12,0,1,1,24,1,0,0,0,11636,6,1,0,3,2,0,5,5,0,0,0,3,3,0,2,0,0
11,3,5,17,1,7,12,4,1,1,14,1,0,0,0,11637,12,1,0,3,2,3,4,4,0,0,0,3,3,0,2,0,0
9,4,5,9,1,6,10,4,1,1,29,0,2,1,0,11638,0,1,1,3,2,1,4,5,0,0,0,3,3,0,2,2,0
4,0,3,6,1,2,5,0,1,2,10,1,4,1,5,11639,8,1,2,3,2,0,4,3,0,0,0,2,3,0,2,1,0
8,2,5,17,1,6,9,2,0,1,28,0,2,1,0,11640,12,1,2,3,2,2,5,5,0,0,0,2,3,0,2,2,0
11,2,2,6,1,2,12,2,1,1,47,0,2,1,1,11641,1,1,0,3,2,1,6,7,0,0,0,2,3,0,2,2,0
11,2,4,17,1,6,12,2,1,2,19,1,1,0,4,11642,5,1,0,3,2,0,4,4,0,0,0,2,3,0,2,1,0
0,2,6,17,1,6,1,3,0,2,14,0,2,1,0,11643,0,1,2,3,2,1,4,4,0,0,0,3,3,0,2,2,0
10,1,4,6,1,5,3,4,1,1,17,1,1,0,0,11644,0,1,2,3,2,0,5,4,0,0,0,3,3,2,2,1,0
2,2,2,5,1,1,3,3,1,1,39,0,2,1,1,11645,13,1,3,3,2,1,6,6,0,0,0,3,3,0,2,2,0
2,3,5,13,1,7,3,3,1,2,14,1,2,1,0,11646,7,1,2,3,2,1,4,4,0,0,0,3,3,0,2,2,0
2,3,0,6,1,6,3,3,1,1,16,0,1,0,0,11647,6,1,2,3,2,3,5,4,0,0,0,2,3,0,2,1,0
2,2,0,17,1,7,3,2,1,1,34,1,0,0,0,11648,14,1,2,3,2,0,6,6,0,0,0,2,0,0,2,0,0
10,1,1,9,1,2,11,3,1,1,33,0,2,1,1,11649,4,1,0,3,2,2,6,6,0,0,0,2,3,0,2,2,0
0,2,6,13,1,7,1,2,1,2,12,1,1,0,0,11650,4,1,0,3,2,0,5,4,0,0,0,3,3,0,2,1,0
8,3,4,9,1,1,9,3,1,1,13,0,1,0,5,11651,13,1,2,3,2,1,4,4,0,0,0,0,3,0,2,1,0
8,3,0,13,1,5,7,0,1,1,25,0,2,1,1,11652,10,1,1,3,2,1,5,5,0,0,0,3,3,0,2,2,0
8,3,0,13,0,1,9,3,0,1,16,0,0,0,0,11653,4,1,0,3,2,1,4,4,0,0,0,3,3,0,2,0,0
8,3,1,9,1,7,9,3,1,2,19,0,1,0,0,11654,6,1,0,3,2,0,5,4,0,0,0,1,3,0,2,1,0
8,3,5,2,1,6,9,3,1,1,42,0,2,1,1,11655,6,1,1,3,2,2,6,7,0,0,0,2,2,1,2,2,0
8,2,0,13,1,1,9,3,1,1,40,0,0,0,4,11656,15,3,3,3,2,3,5,6,0,0,0,3,3,0,2,0,0
0,2,3,9,1,5,10,4,1,2,16,0,0,0,4,11657,8,1,0,3,2,1,3,4,0,0,0,3,3,0,2,0,0
4,3,1,6,1,2,5,3,1,1,37,0,2,1,0,11658,6,1,2,3,2,1,6,6,0,0,0,3,3,0,2,2,0
2,2,4,2,1,5,3,2,1,1,23,0,6,2,5,11659,6,1,2,3,2,1,5,5,0,0,0,2,3,0,2,0,0
9,2,0,13,1,1,10,2,1,2,24,0,2,1,1,11660,15,1,1,3,2,1,6,5,0,0,0,3,3,0,2,2,0
9,2,1,9,1,7,10,2,1,1,57,0,2,1,1,11661,12,1,0,3,2,1,6,8,0,0,0,2,3,0,2,2,0
11,4,6,6,1,2,11,0,0,1,23,0,2,1,1,11662,2,1,0,3,2,1,5,5,0,0,0,3,3,0,2,2,0
1,3,4,3,1,5,2,3,1,1,30,1,1,0,1,11663,2,1,3,3,2,1,5,5,0,0,0,1,3,0,2,1,0
5,3,4,13,1,5,6,3,1,1,8,1,0,0,0,11664,1,1,3,3,2,0,3,3,0,0,0,3,3,0,2,0,0
8,2,0,9,1,2,9,3,1,2,20,0,0,0,0,11665,3,1,2,3,2,0,4,4,0,0,0,3,3,0,2,0,0
3,2,1,17,1,7,9,3,1,2,15,0,2,1,0,11666,14,1,0,3,2,1,4,4,0,0,0,1,3,0,2,2,0
0,2,4,6,1,5,7,0,1,1,25,0,1,0,1,11667,0,1,2,3,2,1,6,5,0,0,0,3,3,0,2,1,1
4,2,1,17,1,6,5,2,1,1,18,0,1,0,0,11668,10,1,2,3,2,1,5,4,0,0,0,0,3,0,2,1,0
10,2,5,2,1,5,11,2,0,1,20,1,0,0,0,11669,8,1,1,3,2,0,4,4,0,0,0,0,3,0,2,0,0
4,0,1,6,0,7,5,0,1,2,14,0,2,1,1,11670,8,1,0,3,2,1,4,4,0,0,0,3,3,0,2,2,0
5,2,3,2,1,2,6,2,1,1,49,0,2,1,0,11671,6,1,2,3,2,1,6,7,0,0,0,0,3,0,2,2,0
1,1,1,13,1,7,11,0,1,1,46,0,1,0,0,11672,15,1,1,3,2,0,6,7,0,0,0,3,3,0,2,1,0
10,4,1,17,1,2,11,4,1,1,37,0,2,1,0,11673,0,1,1,3,2,0,6,6,0,0,0,2,3,0,2,2,0
9,3,5,13,1,6,10,3,1,1,38,0,2,1,0,11674,11,1,2,3,2,0,6,6,0,0,0,2,3,0,2,2,0
0,2,4,6,1,2,1,3,0,1,40,0,2,1,0,11675,12,1,0,3,2,1,4,6,0,0,0,1,3,0,2,2,1
0,2,4,17,1,7,1,3,1,1,34,1,0,0,0,11676,14,1,0,1,0,3,3,6,0,0,0,3,2,1,2,0,0
8,0,3,9,1,5,9,0,1,1,62,0,1,0,0,11677,15,1,2,3,2,3,6,8,0,0,0,3,3,0,2,1,0
8,0,1,3,1,6,9,1,1,1,39,0,2,1,1,11678,11,1,2,3,2,0,6,6,0,0,0,2,3,0,2,2,0
11,1,3,13,1,1,11,2,1,1,42,0,0,0,0,11679,3,2,3,3,2,3,6,7,0,0,0,2,1,0,2,0,0
1,3,5,2,1,6,2,3,1,2,11,0,2,1,0,11680,15,1,2,3,2,2,5,4,0,0,0,2,3,0,2,2,0
0,2,4,9,1,7,9,1,1,2,9,0,0,0,0,11681,3,1,3,3,2,3,3,3,0,0,0,0,3,0,2,0,1
9,4,1,6,1,7,10,4,1,1,34,0,1,0,5,11682,15,1,1,3,2,0,5,6,0,0,0,2,3,0,2,1,0
2,3,2,13,1,5,3,4,1,1,30,0,1,0,1,11683,0,1,3,3,2,0,5,5,0,0,0,3,3,0,2,1,0
0,4,2,9,1,7,9,3,1,1,6,1,0,0,0,11684,14,1,2,3,2,1,2,3,1,0,0,3,3,0,2,0,0
5,2,2,9,0,1,6,3,1,1,27,0,2,1,1,11685,12,1,3,3,2,0,5,5,0,0,0,2,3,2,2,2,0
1,3,4,13,1,1,2,3,1,1,23,1,1,0,1,11686,12,1,1,3,2,0,5,5,1,0,0,3,3,0,2,1,0
10,2,2,17,1,2,11,2,1,1,27,1,2,1,0,11687,8,3,1,3,2,1,6,5,0,0,0,0,3,0,2,2,0
2,0,6,9,1,5,3,2,1,1,29,0,2,1,1,11688,14,1,0,3,2,1,5,5,0,0,0,0,3,0,2,2,0
1,1,3,6,1,7,10,0,1,1,33,0,4,1,5,11689,14,1,3,3,2,3,5,6,0,0,0,3,3,0,2,1,0
0,3,0,17,1,2,1,3,1,1,31,0,1,0,2,11690,15,1,0,3,2,3,5,6,0,0,0,1,3,0,2,1,1
6,0,5,17,1,2,7,1,1,1,24,0,1,0,0,11691,7,1,2,3,2,1,6,5,0,0,0,2,3,0,2,1,0
4,3,1,13,1,6,5,3,1,1,28,0,0,0,1,11692,14,1,0,3,2,1,5,5,0,0,0,3,3,0,2,0,0
6,3,1,2,1,7,7,4,1,1,12,1,1,0,1,11693,8,1,2,3,2,2,5,4,0,0,0,0,3,0,2,1,0
11,2,4,2,1,2,12,2,1,1,16,0,2,1,0,11694,4,1,2,3,2,1,5,4,0,0,0,3,3,0,2,2,0
0,3,0,6,1,7,7,1,1,2,10,1,1,0,4,11695,7,1,3,3,2,3,3,3,0,0,0,3,3,0,2,1,0
1,3,3,17,1,2,2,3,1,1,38,0,0,0,4,11696,2,1,0,3,2,3,4,6,0,0,0,3,3,0,2,0,0
5,4,0,0,1,2,12,1,1,1,20,0,0,0,1,11697,13,1,1,3,2,1,5,4,0,0,0,2,2,1,2,0,0
11,3,6,13,1,2,11,1,1,1,45,0,0,0,1,11698,9,1,1,3,2,2,6,7,0,0,0,2,3,0,2,0,0
10,3,4,9,1,5,11,3,0,1,30,1,2,1,1,11699,2,1,0,3,2,1,5,5,0,0,0,3,3,0,2,2,0
10,3,6,13,1,7,10,0,1,1,28,1,0,0,0,11700,14,1,3,3,2,0,6,5,0,0,0,3,3,0,2,0,0
10,0,5,5,1,6,11,0,1,1,30,1,2,1,2,11701,4,1,3,3,2,1,5,5,0,0,0,2,3,0,2,2,0
4,2,2,6,1,6,5,2,1,1,33,0,1,0,0,11702,0,1,1,3,2,0,6,6,0,0,0,1,3,0,2,1,0
4,1,0,13,1,5,5,2,1,1,22,1,0,0,1,11703,6,1,3,3,2,0,5,5,0,0,0,2,3,0,2,0,0
0,3,4,5,1,5,7,0,1,1,40,0,2,1,1,11704,1,1,2,3,2,1,5,6,0,0,0,3,3,0,2,2,0
8,4,1,17,1,5,7,0,1,1,65,0,1,0,0,11705,11,1,2,3,2,2,6,8,0,0,0,2,3,0,2,1,0
8,3,2,13,1,1,7,0,0,1,17,0,1,0,0,11706,5,1,3,3,2,0,4,4,0,0,0,2,3,0,2,1,0
5,1,3,13,1,2,6,1,1,0,41,0,1,0,0,11707,3,1,0,3,2,0,6,7,0,0,0,3,3,0,2,1,0
5,0,4,17,1,1,6,1,1,1,21,0,2,1,0,11708,0,1,0,3,2,1,5,5,0,0,0,3,3,0,2,2,0
9,0,6,6,1,1,10,0,1,2,27,0,2,1,1,11709,6,1,0,3,2,2,5,5,0,0,0,3,3,0,2,2,0
9,0,6,13,1,1,10,2,1,1,23,0,1,0,0,11710,4,1,2,3,2,3,6,5,0,0,0,3,3,0,2,1,0
11,1,6,13,1,6,12,2,1,1,23,1,0,0,0,11711,13,1,1,3,2,1,5,5,0,0,0,0,3,0,2,0,0
2,0,5,5,1,6,3,0,1,1,24,0,2,1,1,11712,10,1,2,3,2,1,6,5,0,0,0,2,3,0,2,2,0
8,1,6,2,1,2,9,3,1,1,19,1,2,1,1,11713,9,1,3,3,2,1,3,4,0,0,0,1,3,0,2,2,0
2,1,5,13,1,2,3,2,1,1,37,0,2,1,1,11714,3,1,1,3,2,1,6,6,0,0,0,2,3,0,2,2,0
