Make,AccidentArea,Sex,MaritalStatus,Age,Fault,VehicleCategory,VehiclePrice,Deductible,DriverRating,Days:Policy-Accident,Days:Policy-Claim,PastNumberOfClaims,AgeOfVehicle,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange-Claim,NumberOfCars,BasePolicy,daysDiff
Nisson,Urban,Male,Married,49,Policy Holder,Sport,"30,000 to 39,000",500,2,more than 30,more than 30,2 to 4,more than 7,No,No,External,3 to 5,2 to 3 years,1 vehicle,Liability,0.0
Toyota,Urban,Male,Married,37,Third Party,Sedan,"20,000 to 29,000",400,4,more than 30,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,All Perils,64.0
Toyota,Rural,Male,Married,37,Policy Holder,Sport,"30,000 to 39,000",400,2,more than 30,more than 30,more than 4,more than 7,No,No,External,more than 5,no change,1 vehicle,Liability,5.0
Chevrolet,Urban,Male,Single,31,Policy Holder,Sport,"20,000 to 29,000",400,1,more than 30,more than 30,more than 4,7 years,No,No,External,more than 5,no change,1 vehicle,Liability,0.0
Chevrolet,Urban,Male,Married,72,Policy Holder,Sedan,"20,000 to 29,000",400,3,more than 30,more than 30,none,more than 7,No,No,External,1 to 2,no change,1 vehicle,Collision,0.0
Toyota,Urban,Male,Single,34,Policy Holder,Sedan,"20,000 to 29,000",400,3,more than 30,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,Collision,19.0
Accura,Urban,Male,Married,34,Policy Holder,Sport,"more than 69,000",400,1,more than 30,more than 30,more than 4,7 years,No,No,External,3 to 5,4 to 8 years,2 vehicles,Liability,0.0
Honda,Rural,Male,Single,17,Policy Holder,Sedan,"more than 69,000",400,1,more than 30,more than 30,none,new,No,No,External,none,no change,1 vehicle,Collision,8.0
Honda,Urban,Male,Married,49,Policy Holder,Sedan,"20,000 to 29,000",400,2,more than 30,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,Collision,0.0
Pontiac,Urban,Female,Single,28,Policy Holder,Sport,"more than 69,000",400,2,more than 30,more than 30,2 to 4,5 years,No,No,External,1 to 2,no change,1 vehicle,Liability,0.0
Toyota,Urban,Male,Married,32,Policy Holder,Sport,"30,000 to 39,000",400,1,more than 30,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,Liability,0.0
Ford,Urban,Male,Married,46,Third Party,Sedan,"40,000 to 59,000",400,2,more than 30,more than 30,1,7 years,No,No,External,1 to 2,no change,1 vehicle,Collision,1.0
Toyota,Rural,Male,Married,44,Policy Holder,Sedan,"30,000 to 39,000",700,2,more than 30,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,Collision,18.0
Mazda,Urban,Male,Married,32,Policy Holder,Sedan,"20,000 to 29,000",400,1,more than 30,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,Collision,0.0
Toyota,Urban,Male,Married,74,Third Party,Sport,"20,000 to 29,000",400,1,more than 30,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,5 to 8,Liability,2.0
Pontiac,Urban,Male,Married,47,Policy Holder,Sedan,"30,000 to 39,000",400,3,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,Collision,10.0
Mazda,Urban,Male,Married,26,Third Party,Sedan,"20,000 to 29,000",400,4,more than 30,more than 30,1,6 years,No,No,External,none,no change,1 vehicle,Collision,8.0
Mazda,Urban,Male,Married,36,Third Party,Sedan,"20,000 to 29,000",400,3,more than 30,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,All Perils,1.0
Mazda,Urban,Male,Married,37,Policy Holder,Sedan,"30,000 to 39,000",400,4,more than 30,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,Collision,4.0
Pontiac,Urban,Male,Married,44,Policy Holder,Sport,"30,000 to 39,000",400,4,more than 30,more than 30,2 to 4,more than 7,No,No,Internal,1 to 2,no change,1 vehicle,Liability,4.0
Mazda,Urban,Female,Married,34,Third Party,Sedan,"20,000 to 29,000",400,4,more than 30,more than 30,2 to 4,5 years,No,No,External,none,no change,1 vehicle,Collision,3.0
Toyota,Urban,Male,Single,35,Third Party,Sedan,"20,000 to 29,000",400,3,more than 30,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,Collision,8.0
Honda,Urban,Female,Married,45,Third Party,Sedan,"20,000 to 29,000",400,2,more than 30,more than 30,2 to 4,7 years,No,No,External,3 to 5,no change,1 vehicle,Collision,0.0
VW,Urban,Male,Married,37,Third Party,Sedan,"20,000 to 29,000",400,2,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,All Perils,13.0
Honda,Urban,Male,Married,27,Policy Holder,Sport,"30,000 to 39,000",400,2,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,Liability,0.0
Chevrolet,Urban,Female,Single,27,Policy Holder,Sedan,"20,000 to 29,000",400,4,more than 30,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,Collision,4.0
Mazda,Urban,Female,Married,33,Policy Holder,Sedan,"20,000 to 29,000",400,4,more than 30,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,Collision,0.0
Chevrolet,Urban,Male,Single,30,Policy Holder,Sport,"40,000 to 59,000",400,3,more than 30,more than 30,more than 4,6 years,No,No,External,more than 5,1 year,2 vehicles,Liability,0.0
Honda,Urban,Male,Married,65,Policy Holder,Sedan,"20,000 to 29,000",400,1,more than 30,more than 30,2 to 4,more than 7,No,No,External,1 to 2,no change,3 to 4,Collision,0.0
Chevrolet,Urban,Male,Married,32,Third Party,Sedan,"20,000 to 29,000",400,1,more than 30,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,Collision,0.0
Ford,Rural,Male,Married,41,Policy Holder,Sedan,"30,000 to 39,000",400,1,more than 30,more than 30,none,more than 7,No,No,External,more than 5,no change,1 vehicle,Collision,53.0
Mercury,Urban,Female,Married,27,Policy Holder,Sedan,"20,000 to 29,000",400,3,more than 30,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,Collision,72.0
Toyota,Urban,Male,Single,26,Policy Holder,Sport,"20,000 to 29,000",400,4,more than 30,more than 30,2 to 4,6 years,No,No,External,1 to 2,no change,1 vehicle,Liability,0.0
Honda,Urban,Male,Married,57,Third Party,Sport,"20,000 to 29,000",400,2,more than 30,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,Liability,36.0
Pontiac,Urban,Male,Single,39,Policy Holder,Sport,"20,000 to 29,000",400,1,more than 30,more than 30,2 to 4,6 years,No,No,External,1 to 2,no change,1 vehicle,Liability,34.0
Honda,Urban,Male,Single,17,Policy Holder,Sport,"more than 69,000",400,4,more than 30,more than 30,2 to 4,new,No,No,External,none,no change,1 vehicle,Liability,12.0
Mazda,Urban,Male,Married,43,Policy Holder,Sedan,"30,000 to 39,000",400,4,more than 30,more than 30,2 to 4,7 years,No,No,External,1 to 2,no change,1 vehicle,Collision,0.0
VW,Urban,Male,Married,45,Policy Holder,Sedan,"more than 69,000",400,2,more than 30,more than 30,more than 4,7 years,No,No,External,3 to 5,no change,1 vehicle,Collision,225.0
Mazda,Urban,Female,Married,27,Policy Holder,Sport,"20,000 to 29,000",400,3,more than 30,more than 30,2 to 4,6 years,No,No,External,1 to 2,no change,1 vehicle,Liability,5.0
Toyota,Urban,Male,Married,31,Policy Holder,Sedan,"20,000 to 29,000",400,4,more than 30,more than 30,1,6 years,No,No,External,3 to 5,no change,1 vehicle,Collision,18.0
Pontiac,Urban,Male,Married,30,Policy Holder,Sedan,"30,000 to 39,000",400,2,more than 30,more than 30,more than 4,7 years,No,No,External,3 to 5,no change,1 vehicle,Collision,20.0
Toyota,Urban,Male,Married,56,Policy Holder,Sport,"20,000 to 29,000",400,4,more than 30,more than 30,1,more than 7,No,No,External,more than 5,no change,1 vehicle,Liability,7.0
Mazda,Urban,Female,Divorced,51,Policy Holder,Sedan,"20,000 to 29,000",400,1,more than 30,more than 30,more than 4,7 years,No,No,External,none,no change,1 vehicle,Collision,1.0
Pontiac,Urban,Male,Married,47,Third Party,Sedan,"30,000 to 39,000",700,3,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,All Perils,9.0
Pontiac,Urban,Male,Married,30,Policy Holder,Sport,"30,000 to 39,000",400,1,more than 30,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,Liability,3.0
Honda,Urban,Male,Single,17,Policy Holder,Sport,"more than 69,000",400,2,more than 30,more than 30,more than 4,new,No,No,External,none,no change,1 vehicle,Liability,1.0
Honda,Urban,Male,Single,17,Policy Holder,Sedan,"more than 69,000",400,3,more than 30,more than 30,none,new,No,No,External,none,no change,1 vehicle,All Perils,16.0
Chevrolet,Urban,Male,Single,35,Third Party,Sport,"30,000 to 39,000",400,2,more than 30,more than 30,more than 4,7 years,No,No,External,none,no change,1 vehicle,Liability,7.0
Toyota,Urban,Male,Married,50,Policy Holder,Sport,"20,000 to 29,000",400,4,more than 30,more than 30,2 to 4,7 years,No,No,External,1 to 2,4 to 8 years,2 vehicles,Liability,0.0
Toyota,Urban,Male,Married,60,Third Party,Sedan,"20,000 to 29,000",400,4,more than 30,more than 30,none,5 years,No,No,External,none,no change,1 vehicle,Collision,0.0
Toyota,Urban,Male,Married,53,Policy Holder,Sedan,"30,000 to 39,000",400,3,more than 30,more than 30,more than 4,more than 7,No,No,External,none,no change,1 vehicle,All Perils,0.0
Mazda,Urban,Male,Married,30,Policy Holder,Sedan,"20,000 to 29,000",500,1,more than 30,more than 30,none,6 years,No,No,External,none,2 to 3 years,1 vehicle,All Perils,21.0
Honda,Urban,Male,Married,26,Policy Holder,Sedan,"30,000 to 39,000",400,1,more than 30,more than 30,more than 4,6 years,No,No,External,none,no change,1 vehicle,All Perils,1.0
Mazda,Urban,Male,Single,25,Third Party,Sedan,"20,000 to 29,000",400,1,more than 30,more than 30,2 to 4,5 years,No,No,External,none,no change,1 vehicle,Collision,0.0
Pontiac,Urban,Male,Single,35,Third Party,Sedan,"20,000 to 29,000",400,3,more than 30,more than 30,1,7 years,No,No,External,more than 5,no change,1 vehicle,Collision,9.0
Honda,Urban,Male,Married,33,Policy Holder,Sedan,"20,000 to 29,000",400,1,more than 30,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,Collision,0.0
Toyota,Urban,Male,Married,63,Policy Holder,Sedan,"20,000 to 29,000",400,4,more than 30,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,All Perils,0.0
Chevrolet,Urban,Male,Married,49,Third Party,Sedan,"30,000 to 39,000",400,3,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,Collision,9.0
Honda,Urban,Male,Married,28,Policy Holder,Sedan,"more than 69,000",400,2,more than 30,more than 30,2 to 4,new,No,No,External,none,no change,1 vehicle,All Perils,0.0
Toyota,Urban,Male,Single,41,Policy Holder,Sedan,"less than 20,000",400,3,more than 30,more than 30,1,7 years,No,No,External,3 to 5,no change,1 vehicle,All Perils,14.0
Toyota,Urban,Male,Married,64,Third Party,Sport,"30,000 to 39,000",400,1,more than 30,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,Liability,1.0
Chevrolet,Urban,Male,Single,26,Policy Holder,Sport,"more than 69,000",400,3,more than 30,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,Liability,1.0
Chevrolet,Urban,Male,Married,47,Third Party,Sport,"30,000 to 39,000",400,3,more than 30,more than 30,1,more than 7,No,No,External,more than 5,no change,1 vehicle,Liability,0.0
Pontiac,Urban,Male,Married,54,Policy Holder,Sedan,"20,000 to 29,000",400,3,more than 30,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,Collision,13.0
Honda,Rural,Female,Single,35,Policy Holder,Sedan,"20,000 to 29,000",400,4,more than 30,more than 30,2 to 4,6 years,No,No,External,more than 5,no change,1 vehicle,Collision,2.0
Pontiac,Urban,Male,Married,42,Policy Holder,Sport,"30,000 to 39,000",400,2,more than 30,more than 30,more than 4,7 years,No,No,External,more than 5,no change,1 vehicle,Liability,0.0
Accura,Urban,Male,Married,36,Policy Holder,Sedan,"more than 69,000",400,4,more than 30,more than 30,2 to 4,7 years,No,No,External,3 to 5,no change,1 vehicle,All Perils,2.0
Honda,Urban,Male,Married,53,Policy Holder,Sport,"more than 69,000",400,3,more than 30,more than 30,1,more than 7,No,No,External,more than 5,no change,1 vehicle,Liability,18.0
Pontiac,Urban,Male,Single,28,Third Party,Sedan,"more than 69,000",400,1,more than 30,more than 30,1,7 years,No,No,External,more than 5,no change,1 vehicle,Collision,1.0
Chevrolet,Urban,Male,Married,28,Policy Holder,Sedan,"20,000 to 29,000",400,2,more than 30,more than 30,2 to 4,7 years,No,No,External,1 to 2,4 to 8 years,3 to 4,Collision,1.0
Toyota,Urban,Male,Married,26,Third Party,Sedan,"20,000 to 29,000",400,3,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,Collision,4.0
Pontiac,Rural,Male,Married,55,Third Party,Sport,"20,000 to 29,000",400,1,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,Liability,1.0
Pontiac,Urban,Male,Married,67,Policy Holder,Sedan,"less than 20,000",400,2,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,All Perils,6.0
Toyota,Urban,Male,Married,31,Third Party,Sedan,"less than 20,000",400,3,more than 30,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,All Perils,16.0
Toyota,Urban,Female,Single,33,Policy Holder,Sport,"30,000 to 39,000",400,1,more than 30,more than 30,more than 4,6 years,No,No,External,1 to 2,no change,1 vehicle,Liability,5.0
Pontiac,Urban,Male,Single,48,Policy Holder,Sport,"20,000 to 29,000",400,3,more than 30,more than 30,none,7 years,Yes,No,External,more than 5,no change,1 vehicle,Liability,5.0
Toyota,Urban,Male,Married,58,Policy Holder,Sedan,"20,000 to 29,000",400,4,more than 30,more than 30,none,more than 7,No,No,External,3 to 5,no change,1 vehicle,All Perils,1.0
Pontiac,Urban,Male,Married,27,Policy Holder,Sport,"30,000 to 39,000",400,2,more than 30,more than 30,more than 4,7 years,No,No,External,none,no change,1 vehicle,Liability,5.0
Pontiac,Urban,Female,Married,63,Policy Holder,Sedan,"20,000 to 29,000",400,3,more than 30,more than 30,none,more than 7,No,No,External,1 to 2,no change,1 vehicle,Collision,10.0
Toyota,Urban,Male,Single,29,Policy Holder,Sport,"20,000 to 29,000",400,3,more than 30,more than 30,2 to 4,5 years,No,No,External,none,no change,1 vehicle,Liability,1.0
Honda,Rural,Male,Married,68,Policy Holder,Sedan,"less than 20,000",400,2,more than 30,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,All Perils,14.0
Mazda,Urban,Female,Single,30,Policy Holder,Sedan,"20,000 to 29,000",400,1,more than 30,more than 30,none,6 years,No,No,External,more than 5,no change,1 vehicle,Collision,3.0
Pontiac,Urban,Male,Married,58,Third Party,Sedan,"20,000 to 29,000",400,2,more than 30,more than 30,1,more than 7,No,No,External,1 to 2,no change,1 vehicle,Collision,0.0
Ford,Urban,Male,Married,51,Policy Holder,Sedan,"30,000 to 39,000",400,2,more than 30,more than 30,none,more than 7,No,No,External,3 to 5,no change,1 vehicle,All Perils,0.0
Pontiac,Urban,Male,Single,42,Third Party,Sport,"20,000 to 29,000",400,2,more than 30,more than 30,2 to 4,6 years,No,No,External,1 to 2,no change,1 vehicle,Liability,3.0
Toyota,Urban,Male,Single,30,Policy Holder,Sedan,"30,000 to 39,000",400,1,more than 30,more than 30,1,6 years,No,No,External,more than 5,no change,1 vehicle,Collision,2.0
Honda,Urban,Male,Married,55,Third Party,Sport,"20,000 to 29,000",400,1,more than 30,more than 30,2 to 4,more than 7,No,No,External,3 to 5,no change,1 vehicle,Liability,2.0
Pontiac,Urban,Male,Single,39,Policy Holder,Sport,"20,000 to 29,000",400,3,more than 30,more than 30,1,7 years,No,No,External,1 to 2,no change,1 vehicle,Liability,0.0
Pontiac,Urban,Male,Single,22,Third Party,Sedan,"20,000 to 29,000",400,2,more than 30,more than 30,none,5 years,No,No,External,none,no change,1 vehicle,All Perils,3.0
Toyota,Urban,Male,Married,32,Policy Holder,Sedan,"20,000 to 29,000",400,1,more than 30,more than 30,1,6 years,No,No,External,none,no change,1 vehicle,All Perils,0.0
Ford,Urban,Male,Married,43,Policy Holder,Utility,"more than 69,000",400,1,more than 30,more than 30,2 to 4,more than 7,No,No,External,more than 5,4 to 8 years,2 vehicles,All Perils,24.0
Pontiac,Urban,Male,Single,36,Policy Holder,Sport,"30,000 to 39,000",400,1,more than 30,more than 30,2 to 4,more than 7,No,No,External,3 to 5,no change,1 vehicle,Liability,0.0
Pontiac,Urban,Male,Married,57,Third Party,Sedan,"20,000 to 29,000",400,1,more than 30,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,All Perils,1.0
Pontiac,Urban,Male,Married,38,Third Party,Sedan,"30,000 to 39,000",400,2,more than 30,more than 30,more than 4,7 years,No,No,External,more than 5,no change,1 vehicle,All Perils,9.0
Pontiac,Urban,Male,Married,35,Third Party,Sedan,"30,000 to 39,000",400,1,more than 30,more than 30,1,7 years,No,No,External,1 to 2,no change,1 vehicle,Collision,35.0
Pontiac,Urban,Female,Married,40,Policy Holder,Sedan,"20,000 to 29,000",400,1,more than 30,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,Collision,4.0
Honda,Urban,Male,Married,28,Policy Holder,Sport,"20,000 to 29,000",400,1,more than 30,more than 30,2 to 4,6 years,No,No,External,more than 5,no change,1 vehicle,Liability,5.0
Toyota,Urban,Male,Married,72,Third Party,Sport,"20,000 to 29,000",400,1,more than 30,more than 30,2 to 4,more than 7,No,No,External,3 to 5,no change,1 vehicle,Liability,6.0
Honda,Urban,Male,Married,43,Third Party,Sedan,"20,000 to 29,000",400,4,more than 30,more than 30,1,7 years,No,No,External,3 to 5,no change,1 vehicle,All Perils,1.0
Chevrolet,Urban,Male,Single,32,Policy Holder,Sedan,"30,000 to 39,000",400,2,more than 30,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,All Perils,61.0
Pontiac,Urban,Male,Married,80,Policy Holder,Sport,"less than 20,000",400,4,more than 30,more than 30,2 to 4,7 years,No,No,External,1 to 2,no change,1 vehicle,Liability,3.0
Pontiac,Urban,Male,Married,53,Policy Holder,Sedan,"30,000 to 39,000",400,3,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,Collision,1.0
Pontiac,Urban,Male,Married,53,Policy Holder,Sedan,"less than 20,000",500,4,more than 30,more than 30,more than 4,more than 7,No,No,External,none,2 to 3 years,1 vehicle,All Perils,3.0
Honda,Urban,Male,Single,27,Policy Holder,Sedan,"20,000 to 29,000",400,2,more than 30,more than 30,1,6 years,No,No,External,3 to 5,no change,1 vehicle,Collision,0.0
Saturn,Urban,Male,Married,40,Policy Holder,Sedan,"20,000 to 29,000",400,2,more than 30,more than 30,none,7 years,No,No,External,1 to 2,no change,1 vehicle,All Perils,0.0
Pontiac,Urban,Male,Single,35,Policy Holder,Sport,"20,000 to 29,000",700,4,more than 30,more than 30,more than 4,7 years,No,No,External,more than 5,no change,1 vehicle,Liability,11.0
Honda,Rural,Male,Single,29,Policy Holder,Sedan,"20,000 to 29,000",400,2,more than 30,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,Collision,0.0
Pontiac,Urban,Male,Single,32,Third Party,Sedan,"20,000 to 29,000",400,3,more than 30,more than 30,none,6 years,No,No,External,more than 5,no change,1 vehicle,Collision,1.0
Accura,Urban,Male,Married,26,Policy Holder,Sedan,"30,000 to 39,000",400,3,more than 30,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,Collision,0.0
Mazda,Urban,Male,Single,29,Third Party,Sedan,"30,000 to 39,000",400,3,more than 30,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,Collision,0.0
Pontiac,Rural,Male,Single,31,Policy Holder,Sedan,"20,000 to 29,000",400,2,more than 30,more than 30,1,6 years,No,No,External,none,no change,3 to 4,Collision,17.0
Ford,Urban,Male,Single,37,Policy Holder,Sedan,"20,000 to 29,000",400,1,more than 30,more than 30,none,7 years,No,No,External,more than 5,4 to 8 years,2 vehicles,All Perils,1.0
Chevrolet,Urban,Female,Single,26,Policy Holder,Sedan,"20,000 to 29,000",400,2,more than 30,more than 30,2 to 4,5 years,No,No,External,more than 5,no change,1 vehicle,Collision,12.0
Pontiac,Rural,Male,Married,38,Policy Holder,Sport,"20,000 to 29,000",400,4,more than 30,more than 30,none,7 years,No,No,External,more than 5,no change,1 vehicle,Liability,7.0
Chevrolet,Urban,Male,Married,25,Policy Holder,Sedan,"20,000 to 29,000",400,2,more than 30,more than 30,1,4 years,No,No,External,none,no change,1 vehicle,Collision,114.0
Chevrolet,Urban,Male,Married,63,Policy Holder,Sedan,"30,000 to 39,000",400,2,more than 30,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,All Perils,0.0
Pontiac,Urban,Male,Married,63,Policy Holder,Utility,"more than 69,000",400,2,more than 30,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,All Perils,4.0
Mazda,Urban,Female,Married,43,Policy Holder,Sport,"20,000 to 29,000",400,1,more than 30,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,Liability,0.0
Toyota,Urban,Male,Single,26,Third Party,Sedan,"30,000 to 39,000",400,1,more than 30,more than 30,1,6 years,No,No,Internal,none,1 year,1 vehicle,Collision,1.0
Pontiac,Urban,Male,Married,63,Third Party,Sedan,"20,000 to 29,000",400,1,more than 30,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,All Perils,1.0
Chevrolet,Urban,Male,Single,35,Policy Holder,Sedan,"20,000 to 29,000",400,2,more than 30,more than 30,2 to 4,5 years,No,No,External,none,no change,1 vehicle,Collision,82.0
Toyota,Urban,Male,Single,45,Policy Holder,Sedan,"20,000 to 29,000",400,4,more than 30,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,Collision,7.0
Pontiac,Urban,Female,Married,51,Third Party,Sedan,"20,000 to 29,000",400,4,more than 30,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,Collision,12.0
Honda,Rural,Female,Single,32,Policy Holder,Sport,"20,000 to 29,000",400,4,more than 30,more than 30,2 to 4,3 years,No,No,External,none,no change,1 vehicle,Liability,11.0
Pontiac,Urban,Male,Married,45,Third Party,Sedan,"20,000 to 29,000",400,3,more than 30,more than 30,2 to 4,7 years,No,No,External,3 to 5,no change,1 vehicle,All Perils,9.0
Chevrolet,Urban,Female,Single,40,Third Party,Sedan,"20,000 to 29,000",400,1,more than 30,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,All Perils,7.0
Pontiac,Rural,Male,Married,51,Policy Holder,Sport,"20,000 to 29,000",400,3,more than 30,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,Liability,5.0
Honda,Urban,Male,Married,36,Policy Holder,Sport,"20,000 to 29,000",400,3,more than 30,more than 30,2 to 4,7 years,No,No,External,3 to 5,no change,1 vehicle,Liability,0.0
Honda,Urban,Male,Single,31,Policy Holder,Sedan,"30,000 to 39,000",400,3,more than 30,more than 30,2 to 4,6 years,No,No,External,more than 5,no change,1 vehicle,All Perils,2.0
Mazda,Urban,Male,Married,29,Third Party,Sedan,"20,000 to 29,000",400,4,more than 30,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,Collision,2.0
Toyota,Urban,Male,Married,31,Policy Holder,Sport,"30,000 to 39,000",400,3,more than 30,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,Liability,3.0
Honda,Urban,Female,Married,26,Policy Holder,Sport,"20,000 to 29,000",400,3,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,Liability,8.0
Chevrolet,Urban,Male,Married,40,Policy Holder,Sedan,"40,000 to 59,000",400,3,more than 30,more than 30,2 to 4,6 years,No,No,External,1 to 2,4 to 8 years,2 vehicles,Collision,19.0
Chevrolet,Urban,Male,Married,38,Policy Holder,Utility,"more than 69,000",400,4,more than 30,more than 30,2 to 4,7 years,No,No,External,3 to 5,no change,1 vehicle,Collision,3.0
Honda,Urban,Male,Married,39,Policy Holder,Sedan,"20,000 to 29,000",400,3,more than 30,more than 30,1,6 years,No,No,External,1 to 2,no change,1 vehicle,Collision,4.0
Mazda,Urban,Female,Married,48,Third Party,Sedan,"20,000 to 29,000",400,4,8 to 15,15 to 30,none,7 years,No,No,External,none,no change,1 vehicle,Collision,3.0
Toyota,Urban,Male,Married,36,Policy Holder,Sport,"20,000 to 29,000",700,4,more than 30,more than 30,more than 4,7 years,No,No,External,none,no change,1 vehicle,Liability,0.0
Chevrolet,Urban,Male,Married,45,Third Party,Sport,"30,000 to 39,000",400,3,more than 30,more than 30,1,7 years,No,No,Internal,3 to 5,no change,1 vehicle,Liability,10.0
Toyota,Urban,Female,Married,33,Third Party,Sedan,"20,000 to 29,000",400,2,more than 30,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,Collision,1.0
VW,Urban,Female,Single,47,Policy Holder,Sedan,"more than 69,000",400,4,more than 30,more than 30,1,7 years,No,No,External,3 to 5,no change,1 vehicle,All Perils,5.0
Mazda,Urban,Female,Single,32,Third Party,Sedan,"20,000 to 29,000",400,3,more than 30,more than 30,1,7 years,No,No,External,3 to 5,no change,1 vehicle,Collision,5.0
Ford,Urban,Male,Married,45,Policy Holder,Sedan,"60,000 to 69,000",400,3,more than 30,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,Collision,1.0
Honda,Urban,Male,Married,38,Third Party,Sedan,"20,000 to 29,000",400,2,more than 30,more than 30,1,more than 7,No,No,External,1 to 2,no change,1 vehicle,All Perils,0.0
Pontiac,Urban,Male,Single,29,Policy Holder,Sport,"30,000 to 39,000",400,2,more than 30,more than 30,2 to 4,6 years,No,No,External,3 to 5,no change,1 vehicle,Liability,0.0
Pontiac,Rural,Male,Single,23,Third Party,Sedan,"more than 69,000",400,4,more than 30,more than 30,2 to 4,5 years,No,No,External,1 to 2,no change,1 vehicle,Collision,0.0
Mazda,Urban,Male,Single,30,Policy Holder,Sport,"20,000 to 29,000",400,3,more than 30,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,Liability,14.0
Pontiac,Urban,Male,Married,52,Policy Holder,Sedan,"20,000 to 29,000",400,4,more than 30,more than 30,none,more than 7,No,No,External,more than 5,no change,1 vehicle,Collision,14.0
Honda,Urban,Male,Married,63,Policy Holder,Sedan,"20,000 to 29,000",400,2,more than 30,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,All Perils,1.0
Pontiac,Urban,Male,Married,75,Policy Holder,Sedan,"20,000 to 29,000",400,1,more than 30,more than 30,1,more than 7,No,No,External,3 to 5,no change,1 vehicle,All Perils,42.0
Toyota,Urban,Male,Married,29,Policy Holder,Sedan,"20,000 to 29,000",400,1,more than 30,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,Collision,4.0
Toyota,Urban,Male,Married,60,Policy Holder,Sedan,"20,000 to 29,000",400,2,more than 30,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,Collision,15.0
Mazda,Urban,Female,Married,39,Policy Holder,Sport,"30,000 to 39,000",400,2,more than 30,more than 30,2 to 4,4 years,No,No,External,1 to 2,no change,3 to 4,Liability,0.0
Toyota,Urban,Male,Married,55,Policy Holder,Sedan,"30,000 to 39,000",400,3,more than 30,more than 30,none,7 years,Yes,No,External,1 to 2,no change,1 vehicle,Collision,23.0
Honda,Urban,Male,Married,43,Policy Holder,Sport,"30,000 to 39,000",500,2,more than 30,more than 30,1,7 years,No,No,External,none,2 to 3 years,2 vehicles,Liability,0.0
